,full_name,pasport_number,card_number,train_number,from_station,to_station,wagon_seat,price,departure,arrival
6043,тов. Вишняков Владлен Елисеевич,7285 192853,4540424760980850,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6044,Иосиф Бориславович Баранов,6704 400835,2243773088717767,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6045,Алла Афанасьевна Борисова,3537 057220,2242763304839685,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6046,Гаврилов Спартак Венедиктович,5103 436711,4543776564183975,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6047,Дементьев Арефий Анисимович,7516 501865,2243778413232143,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6048,Мефодий Игнатьевич Игнатьев,4587 040678,4543779752709004,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6049,Белякова Милица Вячеславовна,2522 392306,4540426443707372,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6050,Лукия Захаровна Лаврентьева,7202 668440,5243774674699673,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6051,Прасковья Архиповна Киселева,6596 195110,4540428245078352,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6052,Вера Львовна Гущина,2067 601307,4542762674146128,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6053,Рыбаков Пантелеймон Вячеславович,2110 521457,2242764651141529,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6054,Варвара Васильевна Зайцева,1674 128339,5243774885690497,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6055,Кудрявцев Изяслав Евстигнеевич,4853 008012,2243777212704728,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6056,Ксения Георгиевна Куликова,3679 476005,5240428913686783,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6057,Исаков Гедеон Артёмович,8551 156284,4542766595429646,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6058,Ким Архипович Яковлев,0511 682792,5242769056764743,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6059,Юлиан Владленович Миронов,4080 644117,5242765941655662,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6060,Медведев Алексей Анатольевич,0832 550039,4540422048808497,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6061,Екатерина Оскаровна Носкова,3326 025101,4542762160838737,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6062,Юлия Эдуардовна Евсеева,4890 909907,4542763285770517,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6063,Александр Изотович Копылов,0288 732147,2242769088319507,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6064,Раиса Анатольевна Данилова,7061 075484,4552111623163852,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6065,Кудряшов Евдоким Федотович,9146 345237,5242765699016679,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6066,Таисия Вадимовна Воронцова,7355 656144,4542767517314488,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6067,Валентина Ефимовна Быкова,3597 515218,5242760759085360,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6068,Ильин Фортунат Филимонович,8961 948016,5243772840850267,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6069,Александров Дорофей Абрамович,5551 314866,4542766442585954,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6070,Пелагея Вениаминовна Кошелева,5440 372011,4542763989489437,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6071,Кулакова Зоя Григорьевна,4512 431862,4542767745269970,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6072,Александр Эдгарович Гаврилов,5650 186670,5242763263681769,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6073,Майя Альбертовна Сорокина,1648 631763,4542768604781441,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6074,Полина Александровна Некрасова,8401 128609,2242769717904101,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6075,Полина Николаевна Емельянова,1263 196403,5242762911572819,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6076,Крюкова Ираида Романовна,6452 808081,4542766349607955,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6077,Ермил Тимурович Иванов,2389 163235,4552115268346772,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6078,Денис Игоревич Владимиров,6619 299103,4543779191924834,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6079,Тамара Тарасовна Петрова,0507 049435,2242765028174431,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6080,Олимпиада Альбертовна Ильина,5049 593954,4540423310466180,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6081,Блинова Анжелика Вячеславовна,6901 383963,2242765084637872,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6082,Сергеев Кузьма Харламович,7681 038375,5242769917725682,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6083,Глеб Ярославович Суворов,9945 475382,2242760389933078,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6084,Никон Бориславович Блинов,6666 299876,5242760600394353,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6085,Надежда Юльевна Овчинникова,1458 538918,4543774220928315,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6086,Виноградов Каллистрат Елисеевич,4258 011073,4542766729513210,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6087,Денис Васильевич Владимиров,8210 685926,5242761391865027,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6088,Самойлова Елена Харитоновна,9373 201408,4542767857745637,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6089,Зоя Леонидовна Кудряшова,6083 576381,4542769675812336,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6090,Вера Матвеевна Сысоева,9583 154376,2242761100217734,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6091,Евстигней Яковлевич Архипов,4054 834397,5243771191998296,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6092,Григорьева Нонна Никифоровна,6975 437156,4542762403555402,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6093,Агата Максимовна Исакова,7429 654899,5242763243340390,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6094,Дорофеев Олег Дмитриевич,2265 705104,2242762212264364,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6095,Силин Влас Фадеевич,2454 586718,5242767950517115,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6096,Лаврентьев Иван Игоревич,5869 423240,5243771617229594,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6097,Зосима Ефимьевич Шашков,6463 358512,5242768520393711,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6098,Осип Брониславович Лихачев,7992 259247,2240427274518216,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6099,Дьячкова София Егоровна,8148 479162,5240429008076716,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6100,Нифонт Якубович Воробьев,8886 630249,5242760755942735,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6101,Соболева Мария Георгиевна,3228 500035,2242764383416279,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6102,Беляев Ипатий Германович,6073 653723,4542760647449111,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6103,Лихачева Любовь Святославовна,6695 829474,5243777463707124,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6104,Евсеев Серафим Иларионович,1267 092902,5242768023601812,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6105,Ираида Сергеевна Мясникова,8644 053547,5243772562142489,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6106,Илья Дорофеевич Максимов,4117 265091,2242760087597191,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6107,Елена Святославовна Абрамова,7738 355421,5243772162447676,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6108,Лариса Олеговна Пестова,1843 150312,2242769958551198,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6109,Эммануил Всеволодович Кононов,5518 627123,2242760605274074,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6110,Максимов Гремислав Владиленович,1035 989919,4543778770396390,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6111,Нифонт Жоресович Галкин,6342 476744,4542760438600405,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6112,Василиса Владиславовна Архипова,1922 085767,4542763616445402,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6113,Воронова Марфа Федоровна,6607 152447,4542769212366374,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6114,Вероника Вадимовна Носкова,5784 284842,5252112659738759,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6115,Аникита Игнатьевич Меркушев,0904 413500,4552045257734896,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6116,Кудрявцев Клавдий Богданович,2634 840091,4542768795607350,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6117,Ярополк Зиновьевич Федотов,4053 597247,4540428273841555,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6118,Орехов Евсей Харитонович,1855 600703,5243775815196116,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6119,Тимофеев Афанасий Антипович,8464 955930,5243771986417728,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6120,Нонна Филипповна Блинова,7836 527713,4543770042952851,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6121,тов. Калинин Лаврентий Фёдорович,3013 777025,4542767914774523,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6122,Быкова Евдокия Николаевна,1791 134830,4542768907506601,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6123,Кудрявцева Нина Филипповна,3095 122144,2242765146483589,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6124,Алевтина Евгеньевна Боброва,1832 560237,2242768412905813,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6125,Фирс Феофанович Марков,1287 723171,4542766487029132,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6126,Мина Абрамович Дорофеев,7677 557602,4542760727796156,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6127,Эмилия Григорьевна Третьякова,5361 027410,4543775606991637,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6128,Сила Яковлевич Зиновьев,3254 341207,4540429227458849,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6129,Жданова Октябрина Степановна,8225 036871,5243771441590251,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6130,Мельникова Алевтина Вячеславовна,7537 435643,5243775247167037,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6131,Терентьев Фома Елисеевич,9886 802512,5242768335469072,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6132,Воробьева Алевтина Павловна,4120 810703,2242761797165757,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6133,Кузьмин Софрон Эдгардович,8349 532604,2242763434393385,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6134,Аверкий Вилорович Игнатов,7926 826934,4552047874668039,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6135,Зимина Вера Семеновна,6106 551218,5242764866810334,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6136,Костин Аким Зиновьевич,2117 976316,4542766802517845,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6137,Кузьмин Константин Игоревич,8063 055510,2242765740360088,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6138,Гурьев Азарий Фёдорович,0067 457837,2242767262790973,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6139,тов. Гордеев Мефодий Артурович,8989 459254,4542764670866756,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6140,Евдокимов Софрон Харламович,8716 958503,4542760726774323,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6141,Воронов Модест Демидович,1549 879966,2243771066677950,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6142,Юлия Николаевна Капустина,9527 836520,5240425963381663,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6143,Адам Бориславович Куликов,6146 471191,5242763834644950,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6144,Александра Алексеевна Тимофеева,4874 201444,2242763696624237,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6145,Горбачева Эмилия Аскольдовна,9048 705373,4543779983373705,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6146,Силантий Игнатьевич Мамонтов,4907 023577,2243774035727015,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6147,Всеслав Харламович Кулагин,4124 262401,4542768763578727,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6148,Любомир Валерьянович Тарасов,9651 237384,5242760770306547,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6149,Алексей Андреевич Архипов,4916 373877,4543775912374716,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6150,Михайлов Эрнест Теймуразович,0788 452841,4542762917236970,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6151,Полина Евгеньевна Гришина,1102 868257,4542766712611351,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6152,Флорентин Ефимьевич Сысоев,5484 076310,5242767093191420,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6153,Белов Остап Юлианович,4912 028549,5242761704381482,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6154,Майя Борисовна Котова,2438 982289,4540420238540658,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6155,Милен Харламович Шарапов,4235 242927,5243779321225955,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6156,Терентьев Евгений Георгиевич,3185 195732,4542762989299250,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6157,Святополк Виленович Красильников,3702 005252,4543779307701498,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6158,Лобанов Артемий Анатольевич,9598 400429,4540422943981540,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6159,Веселова Алла Семеновна,9383 235111,5242762386544837,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6160,Наум Ярославович Кондратьев,8738 271551,4543773633347527,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6161,Никитин Карп Дмитриевич,4646 838501,4542760238900512,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6162,Виктория Яковлевна Лыткина,8254 726918,5242762990241556,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6163,Любовь Альбертовна Кошелева,5508 933612,4552114705729307,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6164,Раиса Ивановна Петухова,7719 600456,4543779352907619,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6165,Самуил Исидорович Филиппов,7169 228971,2240429664057240,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6166,Авксентий Антипович Шилов,2835 722755,5243771287800977,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6167,Анжела Робертовна Наумова,5954 057782,2242761211043132,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6168,Карп Якубович Новиков,4088 937826,4542764668589765,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6169,Ипатий Давидович Поляков,9403 938285,4542762405781430,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6170,Михайлов Тарас Дорофеевич,9423 931516,2252118314054843,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6171,Август Иларионович Буров,4858 212939,5242767566500500,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6172,г-н Марков Иннокентий Богданович,5313 192044,4543772297989525,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6173,Галкина Валентина Алексеевна,8976 077191,4542765586394497,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6174,Никанор Гаврилович Беспалов,9363 921718,5242763659441901,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6175,Прокл Виленович Орехов,5100 397500,4543778571454603,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6176,Ян Бенедиктович Королев,5021 021455,5242763713914254,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6177,Наина Семеновна Юдина,6979 654650,4542761270522022,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6178,Некрасов Онуфрий Гордеевич,5507 795246,5243775653974716,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6179,Вацлав Ерофеевич Фадеев,1044 113402,2243775636929532,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6180,Антонова Ирина Наумовна,9299 377465,4543778492991648,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6181,Влас Захарьевич Зуев,9562 319290,5242764221263307,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6182,Синклитикия Михайловна Логинова,0240 346812,4542761518304689,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6183,Зиновьева Таисия Натановна,4210 143771,5242760521104209,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6184,Власова Феврония Ниловна,2800 011626,2240422516142317,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6185,Нестеров Фока Ермолаевич,3898 062364,5242761995029117,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6186,Самсонова Светлана Борисовна,2923 256777,4542761440080686,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6187,Максимильян Артурович Фомин,5267 821249,4540429668266196,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6188,Тамара Харитоновна Одинцова,4089 878580,2242768711443942,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6189,Ангелина Григорьевна Баранова,9226 888912,4542767255986044,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6190,Филимон Венедиктович Белоусов,8701 326354,2240420348188928,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
6191,Емельянов Ладимир Ерофеевич,6878 371559,5242768403554172,098С,Симферополь,Москва,1-1,25763.6 руб,2025-04-30T01:25:00+03:00,2025-05-01T14:26:00+03:00
6192,Ираида Альбертовна Цветкова,2727 607638,4542765108373618,098С,Симферополь,Москва,1-48,12437.6 руб,2025-04-29T01:25:00+03:00,2025-04-30T14:26:00+03:00
6193,Ирина Ефимовна Громова,2887 612777,4543776222419351,018Й,Симферополь,Москва,2-10,11988.0 руб,2025-04-29T10:40:00+03:00,2025-04-30T23:40:00+03:00
6194,Миронова Мария Ниловна,5285 681486,2242766630257683,028С,Симферополь,Москва,1-22,13320.0 руб,2025-04-29T17:10:00+03:00,2025-04-30T20:55:00+03:00
6195,Наина Владимировна Никифорова,7435 893755,2242764796282451,068С,Симферополь,Москва,1-10,19500.0 руб,2025-04-29T19:50:00+03:00,2025-05-01T04:20:00+03:00
6196,Лукина Таисия Дмитриевна,8646 274370,4552114417168030,092С,Симферополь,Москва,1-1,23118.8 руб,2025-04-29T23:10:00+03:00,2025-05-01T08:23:00+03:00
